"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
2,"hall_centre_house_site","NZ","w326693132","Christadelphian Hall","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""attribution"":""https://koordinates.com/publisher/wcc/"",""building"":""yes"",""LINZ2OSM:dataset"":""kx_wellington_city_council"",""LINZ2OSM:layer"":""wcc_buildings"",""linz2osm:objectid"":""11362.0"",""LINZ2OSM:source_version"":""2015-02-02"",""name"":""Christadelphian Hall"",""religion"":""christian"",""source"":""Wellington City Council - photo 1996, 0.30m""}"
2,"hall_centre_house_site","NZ","w418396342","Christadelphian Hall","christian","unitarian","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""unitarian"",""name"":""Christadelphian Hall"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w688817855","Christian Agape Centre","christian","","169, Symonds Street, Eden Terrace, Auckland, 1010","place_of_worship","","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""169"",""addr:postcode"":""1010"",""addr:street"":""Symonds Street"",""addr:suburb"":""Eden Terrace"",""amenity"":""place_of_worship"",""building:part"":""church"",""check_date"":""2023-10-03"",""name"":""Christian Agape Centre"",""phone"":""+64 9 419 9700"",""ref:linz:address_id"":""1123868"",""religion"":""christian"",""service_times"":""Su 19:00; Th 19:30"",""start_date"":""2006"",""website"":""https://agape.org.nz/""}"
2,"hall_centre_house_site","NZ","n5419461948","Christian Centre Svet","christian","","","place_of_worship","","-36.8861","174.7474","{""amenity"":""place_of_worship"",""name"":""Christian Centre Svet"",""phone"":""+64 9 827 5537"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w368395933","Christian Community Church","christian","nondenominational","54, Pascal Street, Palmerston North, Palmerston North, 4410","place_of_worship","yes","NA","NA","{""addr:city"":""Palmerston North"",""addr:housenumber"":""54"",""addr:postcode"":""4410"",""addr:street"":""Pascal Street"",""addr:suburb"":""Palmerston North"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Christian Community Church"",""ref:linz:address_id"":""532271"",""religion"":""christian"",""website"":""https://cccpn.org.nz/""}"
2,"hall_centre_house_site","NZ","w411855383","Christian Life Centre Oamaru","christian","pentecostal","17, College Street, Oamaru North, Oamaru, 9400","place_of_worship","yes","NA","NA","{""addr:city"":""Oamaru"",""addr:district"":""Oamaru"",""addr:housenumber"":""17"",""addr:postcode"":""9400"",""addr:street"":""College Street"",""addr:suburb"":""Oamaru North"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""email"":""clcooffice@gmail.com"",""name"":""Christian Life Centre Oamaru"",""ref:linz:address_id"":""74783"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w377262142","Church and Hall","christian","anglican","Torquay Street, Kaikoura, 7300","place_of_worship","","NA","NA","{""addr:city"":""Kaikoura"",""addr:postcode"":""7300"",""addr:street"":""Torquay Street"",""amenity"":""place_of_worship"",""denomination"":""anglican"",""name"":""Church and Hall"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w898919539","Church Hall","christian","presbyterian","2, Coles Crescent, Papakura, Auckland, 2110","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""2"",""addr:postcode"":""2110"",""addr:street"":""Coles Crescent"",""addr:suburb"":""Papakura"",""alt_name"":""Old Papakura Presbyterian Church"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""presbyterian"",""name"":""Church Hall"",""note"":""The original 1859 church."",""religion"":""christian"",""start_date"":""1859""}"
2,"hall_centre_house_site","NZ","w381860189","Church of Christ Community","christian","","5, Saint Andrew Street, Dunedin, 9016","place_of_worship","yes","NA","NA","{""addr:city"":""Dunedin"",""addr:housenumber"":""5"",""addr:postcode"":""9016"",""addr:street"":""Saint Andrew Street"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Church of Christ Community"",""phone"":""+64 3 472 7456"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w338617999","Church of Christ Hall","christian","","267, Rodney Street, Wellsford, Wellsford, 0900","place_of_worship","yes","NA","NA","{""addr:city"":""Wellsford"",""addr:housenumber"":""267"",""addr:postcode"":""0900"",""addr:street"":""Rodney Street"",""addr:suburb"":""Wellsford"",""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""name"":""Church of Christ Hall"",""religion"":""christian"",""source"":""Auckland Council"",""start_date"":""1906"",""wikidata"":""Q133807913""}"
2,"hall_centre_house_site","NZ","w376609198","Church Unlimited / Crossroads Community Church","christian","","10, Mill Road, Regent, Whangarei, 0112","place_of_worship","yes","NA","NA","{""addr:city"":""Whangarei"",""addr:housenumber"":""10"",""addr:postcode"":""0112"",""addr:street"":""Mill Road"",""addr:suburb"":""Regent"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Church Unlimited / Crossroads Community Church"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n7185760955","Community of the Beatitudes Chapel","christian","roman_catholic","67, Leithfield Road, Leithfield, Amberley, North Canterbury, New Zealand, 7481","place_of_worship","","-43.1936","172.7335","{""addr:city"":""Leithfield, Amberley, North Canterbury, New Zealand"",""addr:housenumber"":""67"",""addr:postcode"":""7481"",""addr:street"":""Leithfield Road"",""amenity"":""place_of_worship"",""denomination"":""roman_catholic"",""description"":""The Beatitudes ecclesial family is made up of priests and brothers, consecrated sisters and lay members.  All the members of the Community share a common vocation of prayer, service and hospitality."",""email"":""beatitudesnz@gmail.com"",""name"":""Community of the Beatitudes Chapel"",""note"":""Facebook page : Beatitudes Community NZ https://www.facebook.com/BeatitudesCommunityNZ/"",""phone"":""+64 3 314 8837"",""religion"":""christian"",""service_times"":""Tuesday to Sunday Mass Times 12:00pm"",""website"":""https://www.beatitudes.nz/""}"
2,"hall_centre_house_site","NZ","w769797914","Community of the Beatitudes Chapel","christian","roman_catholic","67, Leithfield Road, Leithfield, Amberley, North Canterbury, New Zealand, 7481","place_of_worship","yes","NA","NA","{""addr:city"":""Leithfield, Amberley, North Canterbury, New Zealand"",""addr:housenumber"":""67"",""addr:postcode"":""7481"",""addr:street"":""Leithfield Road"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""roman_catholic"",""name"":""Community of the Beatitudes Chapel"",""religion"":""christian"",""service_times"":""Tuesday to Sunday Mass Times 12:00pm"",""website"":""https://www.beatitudes.nz/""}"
2,"hall_centre_house_site","NZ","w327947556","Cornerstone Christian Centre","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Cornerstone Christian Centre"",""religion"":""christian"",""wheelchair"":""yes""}"
2,"hall_centre_house_site","NZ","w366404052","Cornerstone Christian Centre","christian","baptist","79, Matthews Avenue, Kaitaia, Kaitaia, 0410","place_of_worship","yes","NA","NA","{""addr:city"":""Kaitaia"",""addr:housenumber"":""79"",""addr:postcode"":""0410"",""addr:street"":""Matthews Avenue"",""addr:suburb"":""Kaitaia"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Cornerstone Christian Centre"",""ref:linz:address_id"":""911650"",""religion"":""christian"",""start_date"":""1962""}"
2,"hall_centre_house_site","NZ","n9192750588","Crossway Community Church","christian","presbyterian","","place_of_worship","","-43.5173","172.6583","{""amenity"":""place_of_worship"",""denomination"":""presbyterian"",""name"":""Crossway Community Church"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w333178998","Curio Bay Christian Community Centre","christian","","41, Mair Road, Curio Bay, 9884","place_of_worship","yes","NA","NA","{""addr:city"":""Curio Bay"",""addr:hamlet"":""Curio Bay"",""addr:housenumber"":""41"",""addr:postcode"":""9884"",""addr:street"":""Mair Road"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Curio Bay Christian Community Centre"",""ref:linz:address_id"":""1349126"",""religion"":""christian"",""start_date"":""2005""}"
2,"hall_centre_house_site","NZ","w388974364","Dargaville Baptist Community Church","christian","baptist","187, Victoria Street, Dargaville, Dargaville, 0310","place_of_worship","yes","NA","NA","{""addr:city"":""Dargaville"",""addr:district"":""Kaipara"",""addr:housenumber"":""187"",""addr:postcode"":""0310"",""addr:street"":""Victoria Street"",""addr:suburb"":""Dargaville"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Dargaville Baptist Community Church"",""ref:linz:address_id"":""919991"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w388974286","Dargaville Gospel Hall","christian","brethren","64, Normanby Street, Dargaville, Dargaville, 0310","place_of_worship","yes","NA","NA","{""addr:city"":""Dargaville"",""addr:district"":""Kaipara"",""addr:housenumber"":""64"",""addr:postcode"":""0310"",""addr:street"":""Normanby Street"",""addr:suburb"":""Dargaville"",""alt_name"":""Elim Gospel Hall"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""name"":""Dargaville Gospel Hall"",""ref:linz:address_id"":""919598"",""religion"":""christian"",""start_date"":""1950""}"
2,"hall_centre_house_site","NZ","n5409158285","Dawate Islam NZ Trust - Birkdale House","muslim","","134, Birkdale Road, Birkdale, Auckland","place_of_worship","","-36.7997","174.7018","{""addr:city"":""Auckland"",""addr:housenumber"":""134"",""addr:street"":""Birkdale Road"",""addr:suburb"":""Birkdale"",""amenity"":""place_of_worship"",""name"":""Dawate Islam NZ Trust - Birkdale House"",""phone"":""+64 21 083 65152"",""ref:linz:address_id"":""1031558"",""religion"":""islamic""}"
2,"hall_centre_house_site","NZ","w339847063","Devonport Methodist Church & Centre","christian","methodist","18, Owens Road, Devonport, Auckland, 0624","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""18"",""addr:postcode"":""0624"",""addr:street"":""Owens Road"",""addr:suburb"":""Devonport"",""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""denomination"":""methodist"",""email"":""admin@devonportmethodist.org.nz"",""name"":""Devonport Methodist Church & Centre"",""phone"":""+64 9 445 6801"",""religion"":""christian"",""source"":""Auckland Council"",""start_date"":""1971"",""website"":""https://www.methodist.org.nz/"",""wikidata"":""Q133734483""}"
2,"hall_centre_house_site","NZ","w354272076","Discovery Christian Centre","christian","presbyterian","9, Insoll Avenue, Enderley, Hamilton, 3214","place_of_worship","yes","NA","NA","{""addr:city"":""Hamilton"",""addr:housenumber"":""9"",""addr:housenumber_1"":""Corner"",""addr:postcode"":""3214"",""addr:street"":""Insoll Avenue"",""addr:street_1"":""Insoll Avenue & Peachgrove Road"",""addr:suburb"":""Enderley"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""presbyterian"",""name"":""Discovery Christian Centre"",""ref:linz:address_id"":""685694"",""religion"":""christian"",""start_date"":""1961""}"
2,"hall_centre_house_site","NZ","w620535276","Discovery Elim Christian Centre","christian","pentecostal","148, Major Drive, Kelson, Lower Hutt, 5010","place_of_worship","yes","NA","NA","{""addr:city"":""Lower Hutt"",""addr:housenumber"":""148"",""addr:postcode"":""5010"",""addr:street"":""Major Drive"",""addr:suburb"":""Kelson"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Discovery Elim Christian Centre"",""ref:linz:address_id"":""3147162"",""religion"":""christian"",""start_date"":""1996"",""website"":""https://www.discoveryelim.org.nz/""}"
2,"hall_centre_house_site","NZ","w366303737","Doubtless Bay Christian Centre","christian","baptist","7, Mill Bay Road, Mangōnui, Mangōnui, 0420","place_of_worship","yes","NA","NA","{""addr:city"":""Mangōnui"",""addr:housenumber"":""7"",""addr:postcode"":""0420"",""addr:street"":""Mill Bay Road"",""addr:suburb"":""Mangōnui"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Doubtless Bay Christian Centre"",""ref:linz:address_id"":""915058"",""religion"":""christian"",""start_date"":""2002""}"
2,"hall_centre_house_site","NZ","n6672829407","Dream Centre West","christian","baptist","28, Rimu Street, Auckland, 0600","place_of_worship","","-36.9057","174.6745","{""addr:city"":""Auckland"",""addr:housenumber"":""28"",""addr:postcode"":""0600"",""addr:street"":""Rimu Street"",""amenity"":""place_of_worship"",""denomination"":""baptist"",""name"":""Dream Centre West"",""religion"":""christian"",""service_times"":""Sunday 9am, 11am, 5pm""}"
2,"hall_centre_house_site","NZ","w362497695","East Auckland Christian Life Centre","christian","pentecostal","4, Baird Street, Howick, Auckland, 2014","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""4"",""addr:postcode"":""2014"",""addr:street"":""Baird Street"",""addr:suburb"":""Howick"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""fax"":""+64 9 535 4133"",""name"":""East Auckland Christian Life Centre"",""phone"":""+64 9 535 4333"",""ref:linz:address_id"":""1263858"",""religion"":""christian"",""service_times"":""Sundays 10am"",""website"":""https://agnz.org/""}"
2,"hall_centre_house_site","NZ","w330474733","Eastgate Christian Centre","christian","","5, Ben Lomond Crescent, Pakuranga Heights, Auckland, 2010","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""5"",""addr:postcode"":""2010"",""addr:street"":""Ben Lomond Crescent"",""addr:suburb"":""Pakuranga Heights"",""amenity"":""place_of_worship"",""building"":""yes"",""email"":""office@eastgatecc.org"",""name"":""Eastgate Christian Centre"",""phone"":""+64 9 576 1500"",""ref:linz:address_id"":""1234936"",""religion"":""christian"",""service_times"":""Sundays 8.30am, 9.00am, 10.45am and 5.30pm"",""start_date"":""1999"",""website"":""https://www.eastgatecc.org.nz/""}"
2,"hall_centre_house_site","NZ","w319809895","EFKS Otahuhu Hall","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""EFKS Otahuhu Hall""}"
2,"hall_centre_house_site","NZ","n10279652515","El-Shaddai Worship Centre","christian","pentecostal","Hamilton","place_of_worship","","-37.7961","175.2824","{""addr:city"":""Hamilton"",""addr:place"":""Seventh-Day Adventist Church"",""amenity"":""place_of_worship"",""denomination"":""pentecostal"",""name"":""El-Shaddai Worship Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w266066231","El-Shaddai Worship Centre","christian","pentecostal","42, Galway Street, Onehunga, Auckland, 1061","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""42"",""addr:postcode"":""1061"",""addr:street"":""Galway Street"",""addr:suburb"":""Onehunga"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""email"":""info@elshaddai.net.nz"",""name"":""El-Shaddai Worship Centre"",""note"":""Postal address: PO Box 12766 Penrose Auckland 1642"",""phone"":""+64 9 622 2802"",""ref:linz:address_id"":""1543455"",""religion"":""christian"",""service_times"":""Su 10:00, 18:00"",""start_date"":""1981"",""website"":""https://www.elshaddai.net.nz/""}"
